id_customer,label
b729b3d26391d706b0ee46953671496a123ff4e1,winter_hp
b6c6f4bfd5510c49beac2014a549a9c77c5841bc,winter_hp
b76e819401e09e9f7906e0def4ff9520b3b6acba,winter_hp
b753d3e99e7290d7151bedb327587277acabf3cf,winter_hp
b699c94b06bf2ad057b066e6b4f0ef4fd06ffc0a,winter_hp
b6f1a268e0c661aaae32f6c02f3dac93282b217e,winter_hp
b6ca5158fb814b3de9b4c1b4372be073c97c9f0f,winter_hp
b74a67f9e707f4a7c6ef7446521ae3386ae0ba0c,winter_hp
b62dcba851e7080f297891b871aa5aa0475da0cd,winter_hp
b6c34994326f484ce7c38676c9d7a5a509557cc2,winter_hp
b68c50eeb6bc4aa32bbac87bfaa369ebdb58a5f6,winter_hp
b7513db552fa52bcc025176029b66bf96df9de43,winter_hp
b651f10171dcb3966cd0ae828a8569b55c6aa8f2,winter_hp
b6ed3fef99321b376169234ebd7ff11161cee811,winter_hp
b6d47a7013b15d20fc84bf14446d3858b5c42215,winter_hp
b6235d6fdf9ff96ad5c55b3dde13011077743dd9,winter_hp
b6fe9ce26000220bddaacc71fca389653c3e5e78,winter_hp
b724b33c443dde6e7625c2b70275550996c08a9d,winter_hp
b69ffe108c8115c93652baea4be347daa717caf7,winter_hp
b6762a347184693ad3e07fac37124ce15e795ea7,winter_hp
b6853bee886df59b28a8061a71569a33985897cd,winter_hp
b6cc744e90349c87ed9fe545759bb4933e08c319,winter_hp
b627e5f0fd78ada3b09c2bee4b401840dfcca9a4,winter_hp
b6749a49c010fba68b4087b1a85a4f1328f8b3c1,winter_hp
b74053d6c402fbfc50ec5cdfd02722964187810e,winter_hp
b68732a6e28edae4ffc910a39830e86fecf05448,winter_hp
b637ba93720fae4b06863cc77e83434f0ad70fa5,winter_hp
b67ebb97e47c8c0586e3a9717096fdcf858e17ef,winter_hp
b6267f803032477a923a992be2bbf890aa77afea,winter_hp
b6fe4ef96dfbc2f174e8320ce3fc86cce8c0a964,winter_hp
b752449c51fefb605daff0648d37d5b8f169bbec,no_hp
b6cd34890c3131e711f657dd7edae8426f1a1316,no_hp
b67d3448b238f8ff99dda74d1bc00d94326f4cbf,no_hp
b69e9b77642887426ca0a565075dff5c41e8d967,no_hp
b6f15271e13d0fd820b2e0d1e0dfc7a7a7007c7a,no_hp
b7450de1a0b38907d08178b79cc022761d42082f,no_hp
b7580b9963c228db1f0dae5049b1c166a384bd75,no_hp
b6236bcacaee116e5428d3b58fbb91090ca2c8d5,no_hp
b713f2873955d8374c7a1ff95e5cb65b064cb1b4,no_hp
b6b914c4a143ce324e8dd8e57b2f322397760565,no_hp
b6bf13afc2a0a4d756d5c704b07010452cf24e14,no_hp
b6fac8456607ffdd10aa2e349e34915a86956c9d,no_hp
b6d3da4189809211e3a92d23b2d46fb831da218a,no_hp
b66090b85f661dee7c9a9504dd30d0a98b08b8f2,no_hp
b68e6db85925ed36696f5d885b4cf51289e688a4,no_hp
b785264283be711e540355511cd1b68fb98c31c0,no_hp
b6e63214c56070a0bd4d3838eb7d18f2b8ef4bf0,no_hp
b75d12746ed41e0a960383821c08ba52d477e530,no_hp
b70b6b372d721b6d7e4f777a002ff68df37419b3,no_hp
b6cc016e1b8508d0bf016cda9b3d6fb4d9fc3d4a,no_hp
b73aaabfb8e2c1db28bff635299f05f826def409,no_hp
b6670f2741f885387c94fd7ce0b1c155acba84d6,no_hp
b786317073210e45b26650433ec4ce7fe1004c15,no_hp
b705954222aa4b19e13c8b47376920a22c372523,no_hp
b6fc3c097328f00d3c913cf1f2f035674771693b,no_hp
b6d373d4f7b3094ded229844183baaaac04f7361,no_hp
b77c1b1f966212d9997c4ecccafc0c9c6bf76fd4,no_hp
b766167ad696331ab089db4aabdfc45bb40f28bb,no_hp
b6b6221741c6508012cb900b133c01964cf7bb17,no_hp
b6ee76bb749664fb9ee288f4a4ad49a18e679906,no_hp
b6d42692bc4ef6e5f4ba457692167e9f44e2e806,no_hp
b69c5352980333ee0710d8ff4a6a48592a82a80e,no_hp
b712a459143fa87e34b8e0059cbe93d2e5ba4528,no_hp
b76fcc5ed70ad5d0e025f25cf3f3a7efdb19d812,no_hp
b71cb1bddcd2ad17234af6f7093d352104bc2f15,no_hp
b69f7dc46e3c39e0084e1ef93a096ac0f6b0e75a,no_hp
b776f32483bb9a7025ec0b533c8c3d513cf77e1e,no_hp
b62eba88ef4be5fb9012570671b818e305b755af,no_hp
b75b39781e8c05cb21ac2f953464d5c770674b49,no_hp
b6a8b4db83be11aa503f888b7e94671056417ab9,no_hp
b6bdfa4bb5497b3805ed61610382af0bc277823d,no_hp
b66e331c0b7df9ddf19aed6c3ec65705c9e15337,no_hp
b6abfd91bd7a0f67bb9a8775096d08161ea9e721,no_hp
b6959f459e87aa446f27944603253eddb40cc49e,no_hp
b648710dbdadaaf024189bc035b5db7d1ff6aff9,no_hp
b68d7206844dd89374f0377793628333b885048b,no_hp
b6df9ac13a06898cc24e87b770ab967240b76103,no_hp
