customer_id,has_pv_prob,pv_capacity_mean,pv_capacity_ci_lower,pv_capacity_ci_upper,pv_capacity_kwp,pv_capacity_kwp_ci_lower,pv_capacity_kwp_ci_upper,pv_capacity_kwp_regression_only,pv_capacity_kwp_floor,floor_to_reg_ratio,demand_rad_correction,sc_share_mean,sc_share_ci_lower,sc_share_ci_upper
26c74f9f3492de1182f552e80900588ac2cfae87,1.0,0.0023127078878206154,0.0021697940358391525,0.0024532570528246374,9.250831551282461,8.67917614335661,9.81302821129855,9.250831551282461,7.718775049157108,0.8343871582103383,-0.00019933063083740074,0.07148448377847672,0.03482519006356597,0.1081240978091955
26c8aa6302e1c80e253f2176555767154bef9765,1.0,0.0027239139239055837,0.0023913223248008975,0.003058821352872744,10.895655695622334,9.56528929920359,12.235285411490976,10.895655695622334,5.432751394132051,0.4986162876195534,-0.0007771168161929984,0.06986431777477264,0.0,0.17794484235346317
26c8d7905df37b01e6c2bda4ea39d8dac7c7d4d1,1.0,0.0005943185969592302,0.0005398967720414653,0.0006688055938098395,2.377274387836921,2.159587088165861,2.675222375239358,2.377274387836921,2.1529080155037263,0.9056203299538572,-3.058106540122333e-05,0.1208406612277031,0.03891802923753858,0.1625481490045786
26d008f8b40bee32e849189471c0cdee233e06b8,0.0,2.5518498605774902e-05,1.5603879774824717e-05,3.559888430562738e-05,0.10207399442309961,0.06241551909929887,0.14239553722250953,0.10207399442309961,0.0,0.0,-2.5518498605774902e-05,1.0,1.0,1.0
26d2b80379cbc3c9c1eaecfd4c1e617c4f5bde75,0.0,2.733844188681847e-05,1.789553479698272e-05,4.342278009894675e-05,0.10935376754727387,0.07158213918793088,0.173691120395787,0.10935376754727387,0.0,0.0,-2.733844188681847e-05,,1.0,1.0
26d497e1de0cb3474ccf731118a3f2ad8ebc73a8,0.0,1.108479507691784e-05,0.0,0.00010995270165345868,0.04433918030767136,0.0,0.4398108066138347,0.04433918030767136,0.0,0.0,-1.108479507691784e-05,1.0,1.0,1.0
26df0c3ae39997edb8e4cc67c273468890ba6931,1.0,0.002402390755538987,0.0021942249217949796,0.0027950873200072706,9.60956302215595,8.776899687179919,11.180349280029082,9.60956302215595,8.4260783277399,0.876843026921475,-0.0001138965263521264,0.09830065816640854,0.05052751787006855,0.13673781082034112
26df4f58fd727b7ecd3d4bba1b3ee9eaa3f2d4fc,1.0,0.003092301888600142,0.0028473317040654507,0.0033258131196947584,12.369207554400568,11.389326816261804,13.303252478779033,12.369207554400568,9.038771477751162,0.7307478217984512,-0.0005256130924674098,0.05820893496274948,0.03161055156961083,0.08362343609333038
26e212892e4746d07f0769ec51cfd7b7e4d1b4cc,1.0,0.0015343656642099798,0.0014015854750799631,0.0016784742844056554,6.137462656839919,5.606341900319852,6.713897137622622,6.137462656839919,3.1443372849073015,0.5123187644006408,-0.000505404591635126,0.23069068789482117,0.1449802290648222,0.2846742056310177
26e4c4deb2c6bb4486b36566f432ef2f427e0b6d,1.0,0.002492741959468546,0.0023212610258742834,0.0026595782052230665,9.970967837874184,9.285044103497134,10.638312820892265,9.970967837874184,5.468043906878391,0.5483965043100751,-0.001186096559187003,0.25792303681373596,0.18997269831597804,0.3187806777656078
26e4facabcc968b7833816b0ca0af9b1f7fb633b,1.0,0.00047997433678067787,0.0003879872522693402,0.0005449216940236701,1.9198973471227114,1.5519490090773607,2.1796867760946803,1.9198973471227114,0.9071946911508549,0.47252249840880217,-1.8294276576917342e-05,0.3924378752708435,0.2686557166278362,0.48396804481744765
26e6310fc823c849084a8608f36311b8c8f96179,1.0,0.0006866160015239068,0.0006196082159769334,0.0009216886360696618,2.746464006095627,2.4784328639077335,3.686754544278647,2.746464006095627,3.4881456962695756,1.2700496669637127,0.00013348966942648414,0.11516197770833969,0.0,0.22247435450553893
26e6b003251d4654606824692dcef1f1e9415790,1.0,0.0012905338027653604,0.0012935671230451592,0.001859611664943253,5.162135211061441,5.174268492180636,7.438446659773012,5.162135211061441,7.22339727575041,1.3993041600832326,-0.00027350011005439516,0.15788623690605164,0.14017905928194524,0.18239714317023753
26f5999efc30f39a511ece775e255864b19e0c08,1.0,0.0012720951165815576,0.0010996269038674132,0.0014790596310911479,5.08838046632623,4.3985076154696525,5.916238524364592,5.08838046632623,4.473189783023921,0.8790989220689168,-0.00010338707094130015,0.07608342915773392,0.011978673771955073,0.1140953902155161
26fd9bb21d310dfe2acb9eeb4922069d45c06b85,1.0,0.0011547523668686047,0.0010694886219541296,0.0012502120335312048,4.619009467474418,4.277954487816519,5.000848134124819,4.619009467474418,5.8892461658993565,1.2750019690086234,8.295683768541397e-06,0.03726661577820778,0.028209441527724265,0.04424836961552501
26fe6d7c61f1122e4a4b027fa8a6adcc0d3ef7bd,0.0,1.2823625929441425e-05,1.1054833348564762e-05,1.4206636148434573e-05,0.0512945037177657,0.04421933339425905,0.05682654459373829,0.0512945037177657,0.0,0.0,-1.2823625929441425e-05,1.0,1.0,1.0
26fe700b45cbb25e4370e46c6cb180cd66a5b495,0.0,8.177575601712645e-06,3.5052350668555455e-06,1.278229306256787e-05,0.032710302406850585,0.014020940267422182,0.05112917225027148,0.032710302406850585,0.0,0.0,-8.177575601712645e-06,,1.0,1.0
2700275568303b8beadad45a58987986836baee2,0.0,0.0005546917643872029,0.000505069557013113,0.0005942289825194293,2.2187670575488116,2.020278228052452,2.3769159300777174,2.2187670575488116,0.0,0.0,-0.0005546917643872029,1.0,1.0,1.0
27059a34b01ccd1c6cc935498336b93440cc17eb,1.0,0.00035184544628473035,0.00023470773046183093,0.0004432301280479707,1.4073817851389214,0.9388309218473238,1.7729205121918827,1.4073817851389214,0.448807897448148,0.31889562746035294,-0.00015925728888452952,0.4671975374221802,0.053784850309602936,0.615344974398613
2705b6f78aab5bb93f8f8bbc2c1cb3bc19f6800d,1.0,0.002925335927931552,0.0027213070407393816,0.0031596822079726344,11.701343711726208,10.885228162957526,12.638728831890537,11.701343711726208,7.1128983074111,0.607870214109093,-0.0007349421371252907,0.3743971586227417,0.3241928905248642,0.4271513998508453
270c56a05f9622108c72a432252d5b4bb1afc1fe,0.0,2.7788145309649073e-06,1.5893198891174248e-06,3.808748487907743e-06,0.011115258123859629,0.0063572795564697,0.015234993951630972,0.011115258123859629,0.0,0.0,-2.7788145309649073e-06,1.0,1.0,1.0
270ceba76884f5b3509fc664580c4f791b3fcfea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0924881094713151e-05,1.0,1.0,1.0
270cf003eba1756ef825937dfe04980a39f0ac1c,1.0,0.001066465848788503,0.0009606573370204942,0.0011742377328088935,4.265863395154012,3.8426293480819766,4.696950931235574,4.265863395154012,1.8302813759368803,0.4290529738988046,-0.0005114437835281626,0.189653217792511,0.1316218890249729,0.24809041246771812
2710219048a943d2985b64562a293cfd50aabdaa,0.0,5.767932124361327e-05,3.8324876924456675e-05,7.753080354615122e-05,0.23071728497445307,0.15329950769782671,0.31012321418460487,0.23071728497445307,0.0,0.0,-5.767932124361327e-05,1.0,1.0,1.0
2711540eb6fdfc64c79130e23882e507c843b9c9,0.0,0.0008706206130528462,0.0007760563721364002,0.0009335412792154189,3.482482452211385,3.1042254885456004,3.7341651168616754,3.482482452211385,0.0,0.0,-0.0008706206130528462,1.0,1.0,1.0
2712705883c35c93bf951654d86a3e7a1b7eda8f,1.0,0.0008312560859450181,0.0007656951242800436,0.0009394838185094947,3.3250243437800724,3.0627804971201744,3.757935274037979,3.3250243437800724,2.095293054794295,0.6301587110824728,-8.542015747120508e-06,0.058013707399368286,0.0070881491759791975,0.10519325993955132
2712814ba58624aef13c1cd1dc9c1be2e2614ad4,1.0,0.0012407193240384304,0.0011045012795789103,0.0013370936222548747,4.962877296153722,4.418005118315641,5.348374489019499,4.962877296153722,1.1384275592563151,0.22938861699010926,-0.00015011068281991924,0.4572533071041107,0.3319124735891819,0.5170110240578651
2712b946bd1843067cab0fe48de497955998e327,1.0,0.0022854322110548325,0.002114910813947951,0.002478522329591504,9.14172884421933,8.459643255791804,9.914089318366017,9.14172884421933,5.663182661221243,0.6194870530208619,-0.000625512463633025,0.21627260744571686,0.1498421061784029,0.26120646521449087
27140da9a59352626f2e07fde0a892f4c6a8b7fe,1.0,0.0023927471035485575,0.0022798702837335313,0.0025314183332462853,9.57098841419423,9.119481134934125,10.12567333298514,9.57098841419423,7.86698675765422,0.8219617888145287,-0.00022431629578388367,0.03252902254462242,0.0,0.06292069628834725
27158357ab1fe02315cf87705bed57ebb5c66e36,1.0,0.0013869576842175655,0.0013369975640723955,0.0014602809009585723,5.547830736870262,5.347990256289582,5.841123603834289,5.547830736870262,5.169030884637631,0.9317210869979919,-0.00012666888417492468,0.09635555744171143,0.07332248743623496,0.11973695028573274
27163b4c0a4b9d526297d90203d5ee741bce6ed0,1.0,0.0006851148231555375,0.0006552744121745887,0.0008832790635191079,2.7404592926221496,2.621097648698355,3.5331162540764316,2.7404592926221496,3.7035651020896005,1.3514395605365566,-1.0184090885489965e-05,0.022926829755306244,0.004613754700403661,0.03944466114044189
27171f1878a8b2fcd3faec47f269d6c0749b1188,1.0,0.0041185677360374585,0.003775259999383198,0.004298563517367747,16.474270944149833,15.101039997532792,17.194254069470986,16.474270944149833,8.428930394929107,0.5116420886547516,-0.0005791994133903831,0.21425004303455353,0.11941770333796739,0.2863286428153515
2718f6a2508fb31a121a6f4c676bee3bc04250da,1.0,0.0023806919849011605,0.0022455939730892834,0.0025646124041291364,9.522767939604641,8.982375892357133,10.258449616516545,9.522767939604641,5.785760697522829,0.6075713210924929,-0.00032534059964406425,0.33008772134780884,0.27257761508226397,0.36662244498729707
